Alimento,Gramos
"Potato from Puerto Rican style stuffed pot roast, with gravy",405.0
"Potato from Puerto Rican beef stew, with gravy",405.0
"Potato from Puerto Rican chicken fricassee, with sauce",405.0
"Potato chips, NFS",3.0
"Potato chips, plain",3.0
"Potato chips, barbecue flavored",3.0
"Potato chips, sour cream and onion flavored",3.0
"Potato chips, cheese flavored",3.0
"Potato chips, other flavored",3.0
"Potato chips, ruffled, plain",3.0
"Potato chips, ruffled, barbecue flavored",3.0
"Potato chips, ruffled, sour cream and onion flavored",3.0
"Potato chips, ruffled, cheese flavored",3.0
"Potato chips, ruffled, other flavored",3.0
"Potato chips, restructured, plain",3.0
"Potato chips, restructured, flavored",3.0
"Potato chips, baked, plain",3.0
"Potato chips, baked, flavored",3.0
"Potato chips, reduced fat",3.0
"Potato chips, restructured, reduced fat, lightly salted",3.0
"Potato chips, unsalted",3.0
"Potato chips, lightly salted",3.0
"Potato chips, restructured, lightly salted",3.0
"Potato chips, popped, plain",3.0
"Potato chips, popped, flavored",3.0
"Potato chips, popped, NFS",3.0
"Potato sticks, plain",3.0
"Potato sticks, flavored",3.0
"Potato sticks, fry shaped",3.0
Vegetable chips,3.0
"Potato, scalloped, NFS",246.0
"Potato, scalloped, from fast food or restaurant",246.0
"Potato, scalloped, from fresh",246.0
"Potato, scalloped, from fresh, with meat",246.0
"Potato, scalloped, from dry mix",246.0
"Potato, scalloped, from dry mix, with meat",246.0
"Potato, scalloped, ready-to-heat",246.0
"Potato, scalloped, ready-to-heat, with meat",246.0
"Potato, french fries, NFS",5.0
"Potato, french fries, NS as to fresh or frozen",5.0
"Potato, french fries, from fresh, fried",5.0
"Potato, french fries, from fresh, baked",5.0
"Potato, french fries, from frozen, baked",5.0
"Potato, french fries, fast food",70.0
"Potato, french fries, restaurant",70.0
"Potato, french fries, from frozen, fried",5.0
"Potato, french fries, school",5.0
"Potato, french fries, with cheese, fast food / restaurant",70.0
"Potato, french fries, with cheese, school",5.0
"Potato, french fries, with chili, fast food / restaurant",5.0
"Potato, french fries, with chili and cheese, fast food / restaurant",5.0
"Potato, french fries, with cheese",5.0
"Potato, french fries, with chili and cheese",5.0
"Potato, french fries, with chili",5.0
"Potato, home fries, NFS",246.0
"Potato, home fries, from restaurant / fast food",246.0
"Potato, home fries, from fresh",246.0
"Potato, home fries, ready-to-heat",246.0
"Potato, home fries, with vegetables",246.0
"Potato, hash brown, NFS",85.0
"Potato, hash brown, from fast food",85.0
"Potato, hash brown, from fast food, with cheese",85.0
"Potato, hash brown, from restaurant",85.0
"Potato, hash brown, from restaurant, with cheese",85.0
"Potato, hash brown, from school lunch",85.0
"Potato, hash brown, from fresh",246.0
"Potato, hash brown, from fresh, with cheese",246.0
"Potato, hash brown, from dry mix",246.0
"Potato, hash brown, ready-to-heat",85.0
"Potato, hash brown, ready-to-heat, with cheese",85.0
Potato skins without topping,25.0
"Potato skins, with cheese",25.0
"Potato skins, with cheese and bacon",25.0
"Potato skins, NFS",25.0
"Potato, mashed, NFS",246.0
"Potato, mashed, from fast food",246.0
"Potato, mashed, from fast food, with gravy",246.0
"Potato, mashed, ready-to-heat",246.0
"Potato, mashed, from fresh, made with milk",246.0
"Potato, mashed, from fresh, made with milk, with cheese",246.0
"Potato, mashed, from fresh, made with milk, with gravy",246.0
"Potato, mashed, from fresh, NFS",246.0
"Potato, mashed, from restaurant",246.0
"Potato, mashed, from restaurant, with gravy",246.0
"Potato, mashed, from school lunch",246.0
"Potato, mashed, from dry mix, NFS",246.0
"Potato, mashed, from dry mix, made with milk",246.0
"Potato, mashed, from dry mix, made with milk, with cheese",246.0
"Potato, mashed, from dry mix, made with milk, with gravy",246.0
"Potato, mashed, ready-to-heat, NFS",246.0
"Potato, mashed, ready-to-heat, with cheese",246.0
"Potato, mashed, ready-to-heat, with gravy",246.0
Potato patty,85.0
"Potato tots, NFS",246.0
"Potato tots, fast food / restaurant",344.0
"Potato tots, school",246.0
"Potato tots, from fresh, fried or baked",246.0
"Potato tots, frozen, baked",246.0
"Potato tots, frozen, fried",246.0
"Potato tots, frozen, NS as to fried or baked",246.0
"Potato, baked, peel not eaten, with butter",405.0
"Potato, baked, peel not eaten, with sour cream",405.0
"Potato, baked, peel not eaten, with cheese",405.0
"Potato, baked, peel not eaten, with meat",405.0
"Potato, baked, peel not eaten, with chili",405.0
"Potato, baked, peel not eaten, with vegetables",405.0
"Potato, baked, peel eaten",405.0
"Potato, baked, peel eaten, with butter",405.0
"Potato, baked, peel eaten, with sour cream",244.0
"Potato, baked, peel eaten, with cheese",244.0
"Potato, baked, peel eaten, with meat",405.0
"Potato, baked, peel eaten, with chili",244.0
"Potato, baked, peel eaten, with vegetables",405.0
"Potato salad with egg, from restaurant",246.0
"Potato salad with egg, made with mayonnaise",246.0
"Potato salad with egg, made with light mayonnaise",246.0
"Potato salad with egg, made with mayonnaise-type salad dressing",246.0
"Potato salad with egg, made with light mayonnaise-type salad dressing",246.0
"Potato salad with egg, made with creamy dressing",246.0
"Potato salad with egg, made with light creamy dressing",246.0
"Potato salad with egg, made with Italian dressing",246.0
"Potato salad with egg, made with light Italian dressing",246.0
"Potato salad with egg, made with any type of fat free dressing",246.0
"Potato salad, German style",246.0
"Potato salad, from restaurant",246.0
"Potato salad, made with mayonnaise",246.0
"Potato salad, made with light mayonnaise",246.0
"Potato salad, made with mayonnaise-type salad dressing",246.0
"Potato salad, made with light mayonnaise-type salad dressing",246.0
"Potato salad, made with creamy dressing",246.0
"Potato salad, made with light creamy dressing",246.0
"Potato salad, made with Italian dressing",246.0
"Potato salad, made with light Italian dressing",246.0
"Potato salad, made with any type of fat free dressing",246.0
Potato pancake,10.0
Lefse,85.0
Stewed potatoes,246.0
Stewed potatoes with tomatoes,246.0
"Soup, potato",246.0
"Soup, potato with meat",246.0
"Plantain, cooked, no added fat",66.0
"Plantain, cooked with oil",66.0
"Plantain, raw",235.0
"Plantain, cooked, fat added, NS as to fat type",66.0
"Plantain, cooked with butter or margarine",66.0
Plantain chips,28.35
"Cassava, cooked",246.0
Yuca fries,246.0
"Casabe, cassava bread",100.0
"Taro, cooked",246.0
Fufu,128.0
Taro chips,8.4
"Beet greens, raw",246.0
"Beet greens, cooked",246.0
"Broccoli raab, raw",246.0
"Broccoli raab, cooked",246.0
"Chard, raw",246.0
"Chard, cooked",246.0
"Collards, raw",246.0
"Collards, fresh, cooked, no added fat",246.0
"Collards, frozen, cooked, no added fat",246.0
"Collards, NS as to form, cooked",246.0
"Collards, fresh, cooked, fat added, NS as to fat type",246.0
"Collards, frozen, cooked, fat added, NS as to fat type",246.0
"Collards, fresh, cooked with oil",246.0
"Collards, fresh, cooked with butter or margarine",246.0
"Collards, frozen, cooked with oil",246.0
"Collards, frozen, cooked with butter or margarine",246.0
"Cress, raw",246.0
"Cress, cooked",246.0
"Dandelion greens, raw",246.0
"Dandelion greens, cooked",246.0
"Romaine lettuce, raw",32.0
"Caesar salad, with romaine, no dressing",246.0
"Escarole, cooked",246.0
"Greens, fresh, cooked, no added fat",246.0
"Greens, frozen, cooked, no added fat",246.0
"Greens, NS as to form, cooked",246.0
"Greens, fresh, cooked, fat added",246.0
"Greens, frozen, cooked, fat added",246.0
"Greens, canned, cooked",246.0
"Kale, raw",32.0
"Kale, fresh, cooked, no added fat",246.0
"Kale, frozen, cooked, no added fat",246.0
"Kale, NS as to form, cooked",246.0
"Kale, fresh, cooked, fat added",246.0
"Kale, frozen, cooked, fat added",246.0
"Lambsquarter, cooked",246.0
"Mustard greens, raw",246.0
"Mustard greens, fresh, cooked, no added fat",246.0
"Mustard greens, frozen, cooked, no added fat",246.0
"Mustard greens, NS as to form, cooked",246.0
"Mustard greens, fresh, cooked, fat added",246.0
"Mustard greens, frozen, cooked, fat added",246.0
"Poke greens, cooked",246.0
"Radicchio, raw",246.0
"Spinach, raw",246.0
"Spinach, fresh, cooked, no added fat",246.0
"Spinach, frozen, cooked, no added fat",246.0
"Spinach, canned, cooked, no added fat",246.0
"Spinach, fresh, cooked with oil",246.0
"Spinach, fresh, cooked with butter or margarine",246.0
"Spinach, NS as to form, cooked",246.0
"Spinach, fresh, cooked, fat added, NS as to fat type",246.0
"Spinach, frozen, cooked, fat added, NS as to fat type",246.0
"Spinach, canned, cooked, fat added, NS as to fat type",246.0
"Spinach, frozen, cooked with oil",246.0
"Spinach, frozen, cooked with butter or margarine",246.0
"Spinach, canned, cooked with oil",246.0
"Spinach, canned, cooked with butter or margarine",246.0
"Spinach, creamed",246.0
Spinach souffle,246.0
Spinach and cheese casserole,246.0
Palak Paneer,246.0
Channa Saag,246.0
"Taro leaves, cooked",246.0
"Turnip greens, fresh, cooked, no added fat",246.0
"Turnip greens, frozen, cooked, no added fat",246.0
"Turrnip greens, NS as to form, cooked",246.0
"Turnip greens, fresh, cooked, fat added",246.0
"Turnip greens, frozen, cooked, fat added",246.0
"Watercress, raw",246.0
"Watercress, cooked",246.0
"Bitter melon, horseradish, jute, or radish leaves, cooked",246.0
"Sweet potato, squash, pumpkin, chrysanthemum, or bean leaves, cooked",246.0
"Broccoli, raw",246.0
"Broccoli, cooked, from restaurant",246.0
"Broccoli, fresh, cooked, no added fat",246.0
"Broccoli, frozen, cooked, no added fat",246.0
"Broccoli, NS as to form, cooked",246.0
"Broccoli, fresh, cooked, fat added, NS as to fat type",246.0
"Broccoli, frozen, cooked, fat added, NS as to fat type",246.0
"Broccoli, fresh, cooked with oil",246.0
"Broccoli, fresh, cooked with butter or margarine",246.0
"Broccoli, frozen, cooked with oil",246.0
"Broccoli, frozen, cooked with butter or margarine",246.0
Broccoli casserole with noodles,246.0
Broccoli casserole with rice,246.0
Fried broccoli,10.0
"Broccoli, chinese, raw",246.0
"Broccoli, Chinese, cooked",246.0
"Soup, broccoli cheese",246.0
"Carrots, raw",246.0
"Carrots, raw, salad",246.0
"Carrots, raw, salad with apples",246.0
"Carrots, cooked, from restaurant",246.0
"Carrots, fresh, cooked, no added fat",246.0
"Carrots, frozen, cooked, no added fat",246.0
"Carrots, canned, cooked, no added fat",246.0
"Carrots, fresh, cooked with oil",246.0
"Carrots, fresh, cooked with butter or margarine",246.0
"Carrots, NS as to form, cooked",246.0
"Carrots, fresh, cooked, fat added, NS as to fat type",246.0
"Carrots, frozen, cooked, fat added, NS as to fat type",246.0
"Carrots, canned, cooked, fat added, NS as to fat type",246.0
"Carrots, frozen, cooked with oil",246.0
"Carrots, frozen, cooked with butter or margarine",246.0
"Carrots, canned, cooked with oil",246.0
"Carrots, canned, cooked with butter or margarine",246.0
"Carrots, glazed, cooked",5.0
"Carrots, canned, reduced sodium, cooked, no added fat",246.0
"Carrots, canned, reduced sodium, cooked, fat added, NS as to fat type",246.0
"Carrots, canned, reduced sodium, cooked with oil",246.0
"Carrots, canned, reduced sodium, cooked with butter or margarine",246.0
Beet juice,30.0
"Carrot juice, 100%",244.0
"Peas and carrots, fresh, cooked, no added fat",246.0
"Peas and carrots, frozen, cooked, no added fat",246.0
"Peas and carrots, canned, cooked, no added fat",246.0
"Peas and carrots, cooked, NS as to form",246.0
"Peas and carrots, fresh, cooked, fat added",246.0
"Peas and carrots, frozen, cooked, fat added",246.0
"Peas and carrots, canned, cooked, fat added",246.0
"Pumpkin, canned, cooked",246.0
"Pumpkin, cooked",246.0
"Winter squash, raw",246.0
"Winter squash, cooked, no added fat",246.0
"Winter squash, cooked, fat added",246.0
"Squash, winter, souffle",246.0
"Sweet potato, NFS",405.0
"Sweet potato, baked, NS as to fat",405.0
"Sweet potato, baked, no added fat",405.0
"Sweet potato, baked, fat added",405.0
"Sweet potato, boiled, NS as to fat",405.0
"Sweet potato, boiled, no added fat",405.0
"Sweet potato, boiled, fat added",405.0
"Sweet potato, candied",45.0
"Sweet potato, canned, NS as to fat",84.0
"Sweet potato, canned, no added fat",84.0
"Sweet potato, canned, fat added",84.0
"Sweet potato, casserole or mashed",246.0
"Sweet potato fries, NFS",5.0
Sweet potato chips,3.0
"Sweet potato fries, frozen",5.0
"Sweet potato fries, from fresh",5.0
"Sweet potato fries, fast food / restaurant",5.0
"Sweet potato fries, school",5.0
Sweet potato tots,246.0
"Sweet potato tots, fast food / restaurant",246.0
"Sweet potato tots, school",246.0
"Soup, pumpkin",246.0
"Tomatoes, raw",66.0
"Tomatoes, NS as to form, cooked",235.0
"Tomatoes, fresh, cooked",235.0
"Tomatoes, canned, cooked",235.0
"Tomatoes, scalloped",246.0
"Tomatoes, canned, reduced sodium, cooked",235.0
Fried green tomatoes,66.0
"Tomato, green, pickled",235.0
Sun-dried tomatoes,246.0
"Tomato juice, 100%",244.0
"Tomato juice, 100%, low sodium",244.0
Tomato juice cocktail,244.0
"Tomato and vegetable juice, 100%",244.0
"Tomato and vegetable juice, 100%, low sodium",244.0
Ketchup,15.0
"Ketchup, reduced sodium",15.0
Tomato chili sauce,15.0
"Salsa, NFS",15.0
"Salsa, pico de gallo",246.0
"Salsa, red",15.0
"Salsa, red, homemade",246.0
Taco sauce,15.0
"Enchilada sauce, red",15.0
"Enchilada sauce, green",15.0
"Salsa verde or salsa, green",246.0
Hot Thai sauce,15.0
Spaghetti sauce,246.0
Spaghetti sauce with added vegetables,246.0
"Spaghetti sauce, reduced sodium",246.0
"Spaghetti sauce, fat free",246.0
Vodka sauce with tomatoes and cream,246.0
Barbecue sauce,15.0
Buffalo sauce,15.0
Steak sauce,15.0
Cocktail sauce,15.0
Puerto Rican seasoning with ham,246.0
Puerto Rican seasoning without ham and tomato sauce,246.0
"Tomato and cucumber salad made with tomato, cucumber, oil, and vinegar",246.0
"Soup, tomato",246.0
"Soup, cream of tomato",246.0
"Soup, tomato, canned",246.0
"Soup, tomato, canned / carton, reduced sodium",246.0
Tomato sandwich on white,140.0
Tomato sandwich on wheat,140.0
"Raw vegetable, NFS",246.0
"Sprouts, NFS",246.0
"Alfalfa sprouts, raw",246.0
Artichoke,246.0
"Asparagus, raw",45.0
"Bean sprouts, raw",246.0
"Green beans, raw",246.0
"Beets, raw",246.0
"Broccoflower, raw",246.0
"Brussels sprouts, raw",246.0
"Cabbage, green, raw",246.0
"Cabbage, Chinese, raw",246.0
"Cabbage, red, raw",246.0
"Cactus, raw",246.0
"Cauliflower, raw",45.0
"Celery, raw",45.0
"Fennel bulb, raw",235.0
"Basil, raw",32.0
"Chives, raw",15.0
"Cilantro, raw",246.0
"Corn, raw",246.0
"Cucumber, raw",5.0
"Eggplant, raw",235.0
"Garlic, raw",3.0
"Jicama, raw",66.0
"Kohlrabi, raw",246.0
"Lettuce, raw",32.0
"Lettuce, Boston, raw",32.0
"Lettuce, arugula, raw",32.0
"Mixed salad greens, raw",246.0
"Mushrooms, raw",5.0
"Onions, green, raw",235.0
"Onions, raw",66.0
"Parsley, raw",246.0
"Green peas, raw",246.0
"Peppers, hot, raw",45.0
"Peppers, raw, NFS",45.0
"Peppers, sweet, green, raw",45.0
"Peppers, sweet, red, raw",45.0
"Peppers, banana, raw",235.0
Radish,66.0
"Rutabaga, raw",235.0
"Seaweed, raw",246.0
"Snowpeas, raw",246.0
"Summer squash, yellow, raw",66.0
"Summer squash, green, raw",66.0
"Turnip, raw",66.0
Mixed vegetable juice,246.0
Celery juice,246.0
"Broccoli salad with cauliflower, cheese, bacon bits, and dressing",246.0
Broccoli slaw salad,246.0
"Coleslaw, fast food / restaurant",246.0
Coleslaw,246.0
"Cabbage salad, NFS",246.0
"Coleslaw, with fruit",246.0
Cucumber and vegetable namasu,246.0
"Cucumber salad, made with sour cream dressing",246.0
"Cucumber salad, made with Italian dressing",246.0
Cucumber salad made with cucumber and vinegar,246.0
"Lettuce, salad with assorted vegetables including tomatoes and/or carrots, no dressing",246.0
"Lettuce, salad with assorted vegetables excluding tomatoes and carrots, no dressing",246.0
"Lettuce, salad with avocado, tomato, and/or carrots, with or without other vegetables, no dressing",246.0
"Lettuce, salad with cheese, tomato and/or carrots, with or without other vegetables, no dressing",246.0
"Lettuce, salad with egg, tomato, and/or carrots, with or without other vegetables, no dressing",246.0
"Lettuce, salad with egg, cheese, tomato, and/or carrots, with or without other vegetables, no dressing",236.0
"Lettuce, wilted, with bacon dressing",246.0
"Seven-layer salad, lettuce salad made with a combination of onion, celery, green pepper, peas, mayonnaise, cheese, eggs, and/or bacon",246.0
"Greek Salad, no dressing",246.0
"Spinach salad, no dressing",246.0
"Cobb salad, no dressing",246.0
Aloe vera juice drink,244.0
"Asparagus, fresh, cooked, no added fat",45.0
"Asparagus, frozen, cooked, no added fat",45.0
"Asparagus, canned, cooked, no added fat",40.0
"Asparagus, NS as to form, cooked",45.0
"Asparagus, fresh, cooked, fat added, NS as to fat type",45.0
"Asparagus, frozen, cooked, fat added, NS as to fat type",45.0
"Asparagus, canned, cooked, fat added, NS as to fat type",40.0
"Asparagus, fresh, cooked with oil",45.0
"Asparagus, fresh, cooked with butter or margarine",45.0
"Asparagus, frozen, cooked with oil",45.0
"Asparagus, frozen, cooked with butter or margarine",45.0
"Asparagus, canned, cooked with oil",40.0
"Asparagus, canned, cooked with butter or margarine",40.0
"Bamboo shoots, cooked",246.0
"Lima beans, from frozen, no added fat",246.0
"Lima beans, from frozen, fat added",246.0
"Lima beans, from canned",246.0
"Green beans, cooked, from restaurant",246.0
"Green beans, fresh, cooked, no added fat",246.0
"Green beans, frozen, cooked, no added fat",246.0
"Green beans, canned, cooked, no added fat",246.0
"Green beans, NS as to form, cooked",246.0
"Green beans, fresh, cooked, fat added, NS as to fat type",246.0
"Green beans, frozen, cooked, fat added, NS as to fat type",246.0
"Green beans, canned, cooked, fat added, NS as to fat type",246.0
"Green beans, fresh, cooked with oil",246.0
"Green beans, fresh, cooked with butter or margarine",246.0
"Green beans, frozen, cooked with oil",246.0
"Green beans, frozen, cooked with butter or margarine",246.0
"Green beans, canned, cooked with oil",246.0
"Green beans, canned, cooked with butter or margarine",246.0
"Green beans, canned, reduced sodium, cooked, no added fat",246.0
"Green beans, canned, reduced sodium, cooked, fat added, NS as to fat type",246.0
"Green beans, canned, reduced sodium, cooked with oil",246.0
"Green beans, canned, reduced sodium, cooked with butter or margarine",246.0
Fried green beans,246.0
"Yellow string beans, cooked",246.0
"Bean sprouts, cooked",246.0
"Beets, fresh, cooked, no added fat",66.0
"Beets, canned, cooked, no added fat",66.0
"Beets, NS as to form, cooked",66.0
"Beets, fresh, cooked, fat added",66.0
"Beets, canned, cooked, fat added",66.0
"Beets, canned, reduced sodium, cooked",66.0
"Bitter melon, cooked",246.0
"Breadfruit, cooked",45.0
"Broccoflower, cooked",246.0
"Brussels sprouts, fresh, cooked, no added fat",246.0
"Brussels sprouts, frozen, cooked, no added fat",246.0
"Brussels sprouts, NS as to form, cooked",246.0
"Brussels sprouts, fresh, cooked, fat added",246.0
"Brussels sprouts, frozen, cooked, fat added",246.0
"Burdock, cooked",246.0
"Cabbage, Chinese, cooked, no added fat",246.0
"Cabbage, Chinese, cooked, fat added",246.0
"Cabbage, green, cooked, no added fat",246.0
"Cabbage, green, cooked, fat added, NS as to fat type",246.0
"Cabbage, green, cooked with oil",246.0
"Cabbage, green, cooked with butter or margarine",246.0
"Cabbage, red, cooked",246.0
"Cabbage, savoy, cooked",246.0
"Cactus, cooked, no added fat",246.0
"Cactus, cooked, fat added",246.0
"Cauliflower, fresh, cooked, no added fat",45.0
"Cauliflower, frozen, cooked, no added fat",246.0
"Cauliflower, NS as to form, cooked",45.0
"Cauliflower, fresh, cooked, fat added, NS as to fat type",45.0
"Cauliflower, frozen, cooked, fat added, NS as to fat type",246.0
"Cauliflower, fresh, cooked with oil",45.0
"Cauliflower, fresh, cooked with butter or margarine",45.0
"Cauliflower, frozen, cooked with oil",246.0
"Cauliflower, frozen, cooked with butter or margarine",246.0
"Celery, cooked",40.0
"Fennel bulb, cooked",235.0
"Christophine, cooked",246.0
"Corn, cooked, from restaurant",246.0
"Corn, fresh, cooked, no added fat",246.0
"Corn, frozen, cooked, no added fat",246.0
"Corn, canned, cooked, no added fat",246.0
"Corn, NS as to form, cooked",246.0
"Corn, fresh, cooked, fat added, NS as to fat type",246.0
"Corn, frozen, cooked, fat added, NS as to fat type",246.0
"Corn, canned, cooked, fat added, NS as to fat type",246.0
"Corn, fresh, cooked with oil",246.0
"Corn, fresh, cooked with butter or margarine",246.0
"Corn, frozen, cooked with oil",246.0
"Corn, frozen, cooked with butter or margarine",246.0
"Corn, canned, cooked with oil",246.0
"Corn, canned, cooked with butter or margarine",246.0
"Corn, creamed",246.0
"Corn, canned, reduced sodium, cooked, no added fat",246.0
"Corn, canned, reduced sodium, cooked, fat added, NS as to fat type",246.0
"Corn, canned, reduced sodium, cooked with oil",246.0
"Corn, canned, reduced sodium, cooked with butter or margarine",246.0
"Cucumber, cooked",246.0
"Eggplant, cooked, no added fat",66.0
"Eggplant, cooked, fat added",66.0
"Flowers or blossoms of sesbania, squash, or lily, cooked",246.0
"Garlic, cooked",3.0
"Hominy, cooked",246.0
"Kohlrabi, cooked",246.0
Leeks,235.0
"Lotus root, cooked",246.0
"Mushrooms, fresh, cooked, no added fat",5.0
"Mushrooms, NS as to form, cooked",5.0
"Mushrooms, fresh, cooked, fat added, NS as to fat type",5.0
"Mushrooms, canned, cooked",5.0
"Mushrooms, fresh, cooked with oil",5.0
"Mushrooms, fresh, cooked with butter or margarine",5.0
"Mushroom, Asian, cooked, from dried",246.0
"Okra, fresh, cooked, no added fat",246.0
"Okra, frozen, cooked, no added fat",45.0
"Okra, NS as to form, cooked",10.0
"Okra, fresh, cooked, fat added",10.0
"Okra, frozen, cooked, fat added",45.0
"Lettuce, cooked",246.0
"Onions, cooked, no added fat",246.0
"Onions, cooked, fat added",246.0
"Onions, pearl, cooked",246.0
"Onions, green, cooked",246.0
"Palm hearts, cooked",246.0
"Parsnips, cooked",246.0
"Blackeyed peas, from frozen",246.0
"Blackeyed peas, from canned",246.0
"Green peas, cooked, from restaurant",246.0
"Green peas, fresh, cooked, no added fat",246.0
"Green peas, frozen, cooked, no added fat",246.0
"Green peas, canned, cooked, no added fat",246.0
"Green peas, NS as to form, cooked",246.0
"Green peas, fresh, cooked, fat added, NS as to fat type",246.0
"Green peas, frozen, cooked, fat added, NS as to fat type",246.0
"Green peas, canned, cooked, fat added, NS as to fat type",246.0
"Green peas, fresh, cooked with oil",246.0
"Green peas, fresh, cooked with butter or margarine",246.0
"Green peas, frozen, cooked with oil",246.0
"Green peas, frozen, cooked with butter or margarine",246.0
"Green peas, canned, cooked with oil",246.0
"Green peas, canned, cooked with butter or margarine",246.0
"Green peas, canned, reduced sodium, cooked, no added fat",246.0
"Green peas, canned, reduced sodium, cooked, fat added, NS as to fat type",246.0
"Green peas, canned, reduced sodium, cooked with oil",246.0
"Green peas, canned, reduced sodium, cooked with butter or margarine",246.0
"Peppers, green, cooked",45.0
"Peppers, red, cooked",45.0
"Peppers, hot, cooked",15.0
Pimiento,246.0
"Rutabaga, cooked",246.0
"Salsify, cooked",246.0
Sauerkraut,246.0
"Snowpeas, fresh, cooked, no added fat",3.0
"Snowpeas, frozen, cooked, no added fat",3.0
"Snowpeas, NS as to form, cooked",3.0
"Snowpeas, fresh, cooked, fat added",3.0
"Snowpeas, frozen, cooked, fat added",3.0
"Seaweed, dried",246.0
"Seaweed, cooked, no added fat",246.0
"Seaweed, cooked, fat added",246.0
"Summer squash, yellow or green, fresh, cooked, no added fat",66.0
"Summer squash, yellow or green, frozen, cooked, no added fat",66.0
"Summer squash, yellow or green, NS as to form, cooked",66.0
"Summer squash, yellow or green, fresh, cooked, fat added, NS as to fat type",66.0
"Summer squash, yellow or green, frozen, cooked, fat added, NS as to fat type",66.0
"Summer squash, yellow or green, canned, cooked, fat added, NS as to fat type",66.0
"Summer squash, yellow or green, fresh, cooked with oil",66.0
"Summer squash, yellow or green, fresh, cooked with butter or margarine",66.0
"Summer squash, yellow or green, frozen, cooked with oil",66.0
"Summer squash, yellow or green, frozen, cooked with butter or margarine",66.0
"Spaghetti squash, cooked",246.0
"Turnip, cooked",235.0
Water Chesnut,246.0
"Winter melon, cooked",246.0
Yeast,15.0
Yeast extract spread,5.0
"Lima beans and corn, cooked, no added fat",246.0
"Lima beans and corn, cooked, fat added",246.0
"Bean salad, yellow and/or green string beans",246.0
"Peppers and onions, cooked, no added fat",246.0
"Peppers and onions, cooked, fat added",246.0
"Classic mixed vegetables, cooked, from restaurant",246.0
"Classic mixed vegetables, frozen, cooked, no added fat",246.0
"Classic mixed vegetables, canned, cooked, no added fat",246.0
"Classic mixed vegetables, NS as to form, cooked",246.0
"Classic mixed vegetables, frozen, cooked, fat added, NS as to fat type",246.0
"Classic mixed vegetables, canned, cooked, fat added, NS as to fat type",246.0
"Classic mixed vegetables, frozen, cooked with oil",246.0
"Classic mixed vegetables, frozen, cooked with butter or margarine",246.0
"Classic mixed vegetables, canned, cooked with oil",246.0
"Classic mixed vegetables, canned, cooked with butter or margarine",246.0
"Classic mixed vegetables, canned, reduced sodium, cooked, no added fat",246.0
"Classic mixed vegetables, canned, reduced sodium, cooked, fat added, NS as to fat type",246.0
"Classic mixed vegetables, canned, reduced sodium, cooked with oil",246.0
"Classic mixed vegetables, canned, reduced sodium, cooked with butter or margarine",246.0
"Peas and corn, cooked, no added fat",246.0
"Peas and corn, cooked, fat added",246.0
Ratatouille,246.0
"Vegetables, stew type, cooked, fat added",246.0
"Vegetables, stew type, cooked, no added fat",246.0
"Broccoli and cauliflower, cooked, no added fat",246.0
"Broccoli and cauliflower, cooked, fat added",246.0
"Broccoli, cauliflower and carrots, cooked, no added fat",246.0
"Broccoli, cauliflower and carrots, cooked, fat added",246.0
"Asian stir fry vegetables, cooked, no added fat",246.0
"Asian stir fry vegetables, cooked, fat added",246.0
"Jai, Monk's Food",246.0
"Vegetable mixture, dried",15.0
"Artichokes, stuffed",250.0
Green bean casserole,246.0
"Green beans, cooked, Szechuan-style",246.0
Fried cauliflower,10.0
"Chiles rellenos, cheese-filled",143.0
"Chiles rellenos, filled with meat and cheese",143.0
Stuffed jalapeno pepper,25.0
"Corn, scalloped or pudding",246.0
"Fritter, corn",100.0
Fried eggplant,246.0
Eggplant dip,15.0
"Eggplant parmesan casserole, regular",246.0
Eggplant with cheese and tomato sauce,246.0
"Mushrooms, stuffed",25.0
Fried mushrooms,235.0
Fried okra,45.0
Fried onion rings,5.0
Pea salad,246.0
Pea salad with cheese,246.0
"Fried summer squash, yellow or green",66.0
"Squash, summer, casserole with tomato and cheese",246.0
"Squash, summer, casserole, with rice and tomato sauce",246.0
"Squash, summer, casserole, with cheese sauce",246.0
"Squash, summer, souffle",246.0
"Stew, vegetable",246.0
"Chow mein or chop suey, meatless, no noodles",246.0
Vegetable tempura,246.0
Pakora,12.0
Vegetable curry,246.0
Vegetable curry with rice,246.0
"Chow mein or chop suey, meatless, with noodles",246.0
"Green beans, pickled",246.0
"Beets, pickled",246.0
"Celery, pickled",246.0
"Relish, corn",15.0
"Cauliflower, pickled",246.0
"Cabbage, green, pickled",246.0
"Cabbage, red, pickled",246.0
Kimchi,246.0
"Pickles, dill",160.0
"Relish, pickle",15.0
"Pickles, sweet",30.0
"Eggplant, pickled",246.0
"Ginger root, pickled",246.0
Horseradish,15.0
"Mushrooms, pickled",246.0
Mustard,15.0
Honey mustard dip,15.0
"Okra, pickled",10.0
"Olives, NFS",5.0
"Olives, green",5.0
"Olives, black",5.0
"Olives, stuffed",5.0
Olive tapenade,15.0
Hot pepper sauce,15.0
"Peppers, sweet, pickled",235.0
"Peppers, hot, pickled",66.0
"Peppers, jalapenos",66.0
"Pickles, NFS",160.0
"Pickles, fried",66.0
"Radishes, pickled",246.0
"Seaweed, pickled",246.0
"Vegetables, pickled",246.0
"Turnip, pickled",246.0
Wasabi paste,15.0
"Zucchini, pickled",246.0
